name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
grassland\0516_1395598893.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0431_2163809344.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
smoke_stack\0424_1719336272.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
marsh\0211_1462467031.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sailboats\0207_1490374698.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giraffe\0493_105783812.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0576_2635087214.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bush\0597_2104270575.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
airplane\0020_125667882.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0058_1304048345.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
needles\0239_862227512.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0205_2526134805.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hut\0096_1990331034.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
cave\0446_80700050.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sunrise\0014_386598822.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
river_bank\0234_184238677.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
reefs\0463_399085329.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
insurgents\0210_1277953199.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
motorcycle\0383_778984668.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dock\0044_2202876892.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
village\0381_2343172558.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bride\0253_1411024439.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
elk\0384_2614077241.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0286_22751932.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
airplane\0084_337467134.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
radar\0583_335520179.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
desert\0577_2319965335.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ground\0635_2508534980.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oahu\0213_2117891357.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0526_879451065.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
office_building\0266_830433880.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
