name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
moss\0604_71223.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desert\0624_251848560.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
windmills\0580_2718662365.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0375_465453109.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
handguns\0005_2389132188.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beach\0090_2547095067.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
houseboat\0096_1432196943.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cityscape\0433_2654803592.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gymnastics\0471_220786509.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crystals\0493_372165597.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
barn\0067_193157569.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0556_2696363707.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
outer_space\0347_160882319.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0546_2333429440.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cottage\0220_2078594054.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
waterways\0494_498373366.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
donkeys\0397_416814794.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
water_tower\0423_1491831526.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0066_702162057.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pool\0347_189101132.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mast\0378_2508574512.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
festival\0561_43802075.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dancing\0588_518182366.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dunes\0466_2080321152.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
maps\0236_370502981.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
buildings\0440_405430487.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
protesters\0218_2345754569.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
moss\0413_149369714.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tundra\0422_264725229.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
monument\0678_2255110799.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
firefighter\0550_386915761.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cell_phones\0201_256102171.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nets\0339_2318667073.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0282_46301965.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crystals\0045_2197528126.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0467_193511092.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lizard\0698_2731818648.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
motorcycle\0574_376739488.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tundra\0657_41730092.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pack\0527_2529547630.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cliff\0473_2654549676.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bazaar\0091_2199129304.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
observation_tower\0034_119325602.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
